chromophore,solvent,absorption,emission,q_yield,mwt,s_shift,charge
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,347.0,414.0,,267.37074,67.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346.0,412.0,,267.37074,66.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,348.0,417.0,,267.37074,69.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,337.0,415.0,,267.37074,78.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,345.0,416.0,,267.37074,71.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,345.0,417.0,,267.37074,72.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,344.0,417.0,,267.37074,73.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,344.0,422.0,,267.37074,78.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,344.0,425.0,,267.37074,81.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,346.0,441.0,,267.37074,95.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,344.0,406.0,,281.39762,62.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,347.0,410.0,,281.39762,63.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,348.0,412.0,,281.39762,64.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,346.0,412.0,,281.39762,66.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,343.0,415.0,,281.39762,72.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341.0,420.0,,281.39762,79.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,351.0,423.0,,281.39762,72.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,352.0,431.0,,281.39762,79.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,340.0,421.0,,281.39762,81.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,347.0,418.0,,281.39762,71.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,346.0,422.0,,281.39762,76.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,346.0,428.0,,281.39762,82.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,346.0,429.0,,281.39762,83.0,0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,354.0,444.0,,281.39762,90.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCCCCC,353.0,401.0,,321.34092,48.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1CCCCC1,355.0,398.0,,321.34092,43.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1COCCO1,361.0,424.0,,321.34092,63.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1CCOC1,363.0,426.0,,321.34092,63.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCOC(C)=O,347.0,421.0,,321.34092,74.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,ClC(Cl)Cl,344.0,430.0,,321.34092,86.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CN(C)C=O,364.0,434.0,,321.34092,70.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CC(C)(C)O,368.0,431.0,,321.34092,63.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CS(C)=O,366.0,439.0,,321.34092,73.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CC#N,357.0,425.0,,321.34092,68.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CC(C)O,367.0,434.0,,321.34092,67.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCCCO,367.0,436.0,,321.34092,69.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CO,361.0,434.0,,321.34092,73.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,OCCO,363.0,438.0,,321.34092,75.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,O,358.0,449.0,,321.34092,91.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCCCCC,383.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1CCCCC1,385.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1COCCO1,393.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1CCOC1,402.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,397.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,398.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,ClCCl,392.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CN(C)C=O,407.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC(C)(C)O,407.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CS(C)=O,410.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC#N,392.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC(C)O,404.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCCCO,405.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCO,402.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CO,399.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,OCCO,401.0,,,298.34092,,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,O,395.0,,,298.34092,,0
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,400.0,440.0,0.059,274.36592,40.0,0
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,,,0.068,274.36592,,0
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCOCC,400.0,509.0,0.085,274.36592,109.0,0
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCO,,,0.187,274.36592,,0
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CC#N,402.0,589.0,0.223,274.36592,187.0,0
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCCCCC,390.0,442.0,0.043,302.41968,52.0,0
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCCCOCCCC,,,0.061,302.41968,,0
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,C1CCOC1,,,0.087,302.41968,,0
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCO,,,0.168,302.41968,,0
Cc1cc(-c2ccccc2)cc(C)[o+]1,ClCCl,343.0,434.0,0.011,185.24522,91.0,1
Cc1cc(-c2ccccc2C)cc(C)[o+]1,ClCCl,343.0,469.0,0.05,199.2721,126.0,1
Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,365.0,417.0,0.27,199.2721,52.0,1
CCCCCCCCCCCCc1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,370.0,418.0,0.37,353.56778,48.0,1
Cc1cc(-c2ccc(C(C)(C)C)cc2)cc(C)[o+]1,ClCCl,365.0,417.0,0.25,241.35274,52.0,1
Cc1cc(-c2ccccc2C)cc(C)[o+]1,CC#N,327.0,518.0,0.1,199.2721,191.0,1
Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,CC#N,347.0,435.0,0.28,199.2721,88.0,1
CCCCCCCCCCCCc1ccc(-c2cc(C)[o+]c(C)c2)cc1,CC#N,350.0,435.0,0.36,353.56778,85.0,1
Cc1cc(-c2ccc(C(C)(C)C)cc2)cc(C)[o+]1,CC#N,345.0,430.0,0.36,241.35274,85.0,1
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,c1ccccc1,372.0,421.0,0.038,337.4021,49.0,0
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,c1ccccc1,418.0,549.0,0.047,337.4021,131.0,0
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,ClC(Cl)Cl,376.0,435.0,0.033,337.4021,59.0,0
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,ClC(Cl)Cl,416.0,550.0,0.037,337.4021,134.0,0
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CCOC(C)=O,366.0,421.0,0.037,337.4021,55.0,0
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,CCOC(C)=O,419.0,558.0,0.027,337.4021,139.0,0
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CCO,367.0,434.0,0.037,337.4021,67.0,0
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,CCO,423.0,580.0,,337.4021,157.0,0
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CC#N,365.0,426.0,0.036,337.4021,61.0,0
CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,C1COCCO1,350.0,414.0,0.031,337.4021,64.0,0
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,C1COCCO1,420.0,554.0,0.024,337.4021,134.0,0
CCOC(=O)CSc1nc(C)c(C)c(C#N)c1C#N,c1ccccc1,358.0,407.0,0.035,275.33122,49.0,0
CCOC(=O)c1sc2nc(C)c(C)c(C#N)c2c1N,c1ccccc1,406.0,535.0,0.054,275.33122,129.0,0
CCOC(=O)CSc1nc(C)c(CC)c(C#N)c1C#N,c1ccccc1,357.0,407.0,0.034,289.3581,50.0,0
CCOC(=O)c1sc2nc(C)c(CC)c(C#N)c2c1N,c1ccccc1,412.0,541.0,0.054,289.3581,129.0,0
CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCC2,c1ccccc1,364.0,407.0,0.04,301.3691,43.0,0
CCOC(=O)c1sc2nc3c(c(C#N)c2c1N)CCCC3,c1ccccc1,420.0,545.0,0.046,301.3691,125.0,0
CCOC(=O)CSc1nc2c(c(C#N)c1C#N)CCCCCC2,c1ccccc1,360.0,408.0,0.039,329.42286,48.0,0
CCOC(=O)c1sc2nc3c(c(C#N)c2c1N)CCCCCC3,c1ccccc1,410.0,537.0,0.063,329.42286,127.0,0
CCOC(=O)CSc1nc(-c2ccc(OC)cc2)c(C)c(C#N)c1C#N,c1ccccc1,374.0,432.0,0.045,367.42798,58.0,0
CCOC(=O)c1sc2nc(-c3ccc(OC)cc3)c(C)c(C#N)c2c1N,c1ccccc1,417.0,545.0,0.064,367.42798,128.0,0
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,O,520.0,588.3,0.058,315.39886,68.29999999999995,1
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,CO,529.0,563.8,,315.39886,34.799999999999955,1
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,CCO,534.0,564.0,0.292,315.39886,30.0,1
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,CC(C)O,537.1,562.0,,315.39886,24.899999999999977,1
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCCCCC,364.0,431.0,0.012,262.35492,67.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,Cc1ccccc1,366.0,464.0,0.021,262.35492,98.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCCCCCC,376.0,433.0,0.008,262.35492,57.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CN(C)C=O,382.0,456.0,0.015,262.35492,74.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,C1COCCO1,376.0,476.0,0.01,262.35492,100.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,C1CCOC1,376.0,484.0,0.011,262.35492,108.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCOC(C)=O,373.0,490.0,0.007,262.35492,117.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CC#N,377.0,427.0,0.014,262.35492,50.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,ClC(Cl)Cl,378.0,481.0,0.009,262.35492,103.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCCCCO,376.0,495.0,0.01,262.35492,119.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCCCO,376.0,502.0,0.006,262.35492,126.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCCO,374.0,505.0,0.008,262.35492,131.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCO,376.0,509.0,0.006,262.35492,133.0,0
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CO,374.0,450.0,0.005,262.35492,76.0,0
CC(=O)Nc1ccc(O)cc1,C1CCOC1,293.0,324.0,0.0031,151.16446,31.0,0
CC(=O)Nc1ccc(O)cc1,CC#N,290.0,322.0,0.0035,151.16446,32.0,0
CC(=O)Nc1ccc(O)cc1,CS(C)=O,293.0,329.0,0.0022,151.16446,36.0,0
CC(=O)Nc1ccc(O)cc1,CO,290.0,322.0,0.0037,151.16446,32.0,0
CC(=O)Nc1ccc(O)cc1,CCCCO,290.0,320.0,0.0007,151.16446,30.0,0
FC(F)(F)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c3ccc4c(C#Cc5ccc(C(F)(F)F)cc5)cc(C#Cc5ccc(C(F)(F)F)cc5)c5ccc2c3c54)cc1,ClCCl,467.0,491.0,0.98,874.72268,24.0,0
CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c3ccc4c(C#Cc5ccc(C(F)(F)F)cc5)cc(C#Cc5ccc(C(F)(F)F)cc5)c5ccc2c3c54)cc1,ClCCl,501.0,627.0,0.43,849.79432,126.0,0
CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c3ccc4c(C#Cc5ccc(C(F)(F)F)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c54)cc1,ClCCl,506.0,608.0,0.42,824.86596,102.0,0
CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c3ccc4c(C#Cc5ccc(N(C)C)cc5)cc(C#Cc5ccc(C(F)(F)F)cc5)c5ccc2c3c45)cc1,ClCCl,509.0,605.0,0.45,824.86596,96.0,0
CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)c3ccc4c(C#Cc5ccc(C(F)(F)F)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c54)cc1,ClCCl,506.0,576.0,0.65,799.9376,70.0,0
CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(N(C)C)cc3)c3ccc4c(C#Cc5ccc(N(C)C)cc5)cc(C#Cc5ccc(N(C)C)cc5)c5ccc2c3c54)cc1,ClCCl,508.0,562.0,0.6,775.00924,54.0,0
Cc1ccc(C)n1-c1ccc(C#N)cc1,CCCCCC,275.0,406.0,0.026,196.25228,131.0,0
Cc1ccc(C)n1-c1cccc(C#N)c1,CCCCCC,259.0,403.0,0.004,196.25228,144.0,0
Cc1ccc(C)n1-c1cccc(C#N)c1,CCOCC,259.0,444.0,0.006,196.25228,185.0,0
O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,CS(C)=O,630.0,633.0,,610.62444,3.0,0
O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,CS(C)=O,630.0,632.0,,666.73196,2.0,0
COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1OCC(=O)O,CS(C)=O,633.0,644.0,,670.6762,11.0,0
COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1OCCCC(=O)O,CS(C)=O,634.0,639.0,,726.78372,5.0,0
O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)c1,CS(C)=O,644.0,649.0,,612.64032,5.0,0
O=C(O)CCCOc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)c1,CS(C)=O,645.0,649.0,,668.74784,4.0,0
COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)cc1OCC(=O)O,CS(C)=O,644.0,650.0,,672.69208,6.0,0
COc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OC)c(OCCCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)cc1OCCCC(=O)O,CS(C)=O,644.0,651.0,,728.7996,7.0,0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,378.0,415.0,0.025,248.32804,37.0,0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,380.0,453.0,0.029,248.32804,73.0,0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCOCC,380.0,475.0,0.032,248.32804,95.0,0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,C1CCOC1,385.0,499.0,0.049,248.32804,114.0,0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCC#N,386.0,522.0,0.062,248.32804,136.0,0
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CC#N,383.0,530.0,0.121,248.32804,147.0,0
CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCC#N,410.0,579.0,0.125,274.36592,169.0,0
CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,412.0,467.0,0.072,300.4038,55.0,0
CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,416.0,541.0,0.081,300.4038,125.0,0
CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,CCOCC,416.0,567.0,0.092,300.4038,151.0,0
CN(C)c1ccc(C=C/C=C/C=C/c2ccc(C#N)cc2)cc1,C1CCOC1,420.0,609.0,0.112,300.4038,189.0,0
COc1cc(OC)cc(-c2ccc(C3=CC(c4ccccc4)=C(c4ccccc4)C3)cc2)c1,ClCCl,366.0,455.0,0.0575,430.54544,89.0,0
COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,ClCCl,355.0,449.0,0.0361,354.44768,94.0,0
COc1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc(OC)c1OC,ClCCl,360.0,469.0,0.0137,384.47356,109.0,0
COc1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,ClCCl,340.0,471.0,0.0634,374.48168,131.0,0
COc1ccc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c2ccccc12,ClCCl,354.0,479.0,0.0685,374.48168,125.0,0
COc1cc(OC)cc(-c2ccc(C3=CC(c4ccccc4)=C(c4ccccc4)C3)cc2)c1,COc1cc(OC)cc(-c2ccc(C3=CC(c4ccccc4)=C(c4ccccc4)C3)cc2)c1,,468.0,0.19,430.54544,,0
COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,,457.0,0.3,354.44768,,0
COc1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc(OC)c1OC,COc1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc(OC)c1OC,,477.0,0.32,384.47356,,0
COc1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,COc1ccc2ccccc2c1C1=CC(c2ccccc2)=C(c2ccccc2)C1,,470.0,0.4,374.48168,,0
COc1ccc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c2ccccc12,COc1ccc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c2ccccc12,,468.0,0.46,374.48168,,0
N#Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,ClCCCl,387.0,420.0,0.022,239.1937,33.0,0
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,ClCCCl,384.0,442.0,0.034,228.21052,58.0,0
Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,ClCCCl,368.0,425.0,0.024,228.21052,57.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,Cc1ccccc1,477.0,515.0,0.68,486.5662,38.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1COCCO1,475.0,521.0,0.58,486.5662,46.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CCOC(C)=O,478.0,546.0,0.57,486.5662,68.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1CCOC1,481.0,549.0,0.53,486.5662,68.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,ClC(Cl)Cl,488.0,550.0,0.5,486.5662,62.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,ClCCl,490.0,562.0,0.59,486.5662,72.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CC#N,488.0,574.0,0.11,486.5662,86.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CN(C)C=O,495.0,579.0,0.01,486.5662,84.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CS(C)=O,500.0,590.0,0.06,486.5662,90.0,0
CCN(CC)c1ccc2cc(/C=C/C(=O)c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,O,,,0.0,486.5662,,0
CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,CCCCCC,402.0,440.0,0.895,376.41404,38.0,0
CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,ClC(Cl)Cl,404.0,489.0,0.204,376.41404,85.0,0
CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,C1CCOC1,408.0,537.0,0.031,376.41404,129.0,0
CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,ClCCl,414.0,556.0,0.029,376.41404,142.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,CCCCCC,399.0,441.0,0.872,444.53256,42.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,ClC(Cl)Cl,402.0,495.0,0.21,444.53256,93.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,C1CCOC1,407.0,546.0,0.033,444.53256,139.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,ClCCl,410.0,563.0,0.03,444.53256,153.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,CCCCCC,403.0,443.0,0.887,438.48492,40.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,ClC(Cl)Cl,405.0,495.0,0.198,438.48492,90.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,C1CCOC1,408.0,546.0,0.032,438.48492,138.0,0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,ClCCl,419.0,568.0,0.032,438.48492,149.0,0
O=S(=O)([O-])c1ccc(O)c2ccccc12,O,319.0,,,223.22758,,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,CC(C)O,321.0,360.0,0.2,223.22758,39.0,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,CCCCO,321.0,361.0,0.2,223.22758,40.0,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,CS(C)=O,325.0,370.0,0.25,223.22758,45.0,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,CN(C)C=O,324.0,366.0,0.14,223.22758,42.0,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,C1COCCO1,322.0,357.0,0.14,223.22758,35.0,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,CC#N,322.0,358.0,0.17,223.22758,36.0,-1
O=S(=O)([O-])c1ccc(O)c2ccccc12,CCOC(C)=O,322.0,354.0,0.14,223.22758,32.0,-1
